@relation Sentado


@attribute varianciaX real
@attribute mediaX real
@attribute varianciaY real
@attribute mediaY real
@attribute varianciaZ real
@attribute mediaZ real
@attribute categoria {Leve,Moderado,Vigoroso}


@data
0.138881,2.271886,0.044019,-9.030225,0.129822,2.998127,Moderado
0.436314,1.811800,0.046173,-9.201480,0.139028,2.732066,Moderado
0.091797,2.172175,0.024565,-9.122566,0.058194,2.819642,Moderado
0.123095,2.334699,0.027425,-9.071771,0.107375,2.820980,Moderado
0.165550,2.401596,0.049619,-9.079001,0.262146,2.733474,Moderado
0.195182,2.301720,0.052585,-9.065410,0.130130,2.844382,Moderado
0.165386,2.322543,0.072389,-9.087815,0.135751,2.774592,Moderado
0.059520,1.975240,0.023995,-9.175356,0.143515,2.709908,Moderado
0.379797,1.700697,0.025411,-9.282559,0.261765,2.441583,Moderado
0.148887,2.146989,0.028214,-9.169417,0.565575,2.501190,Moderado
0.173555,1.921699,0.017252,-9.206926,0.379371,2.567805,Moderado
0.263379,1.990611,0.018403,-9.424344,0.186357,1.409443,Moderado
0.180876,2.003055,0.029547,-9.464232,0.469294,1.043825,Moderado
0.375867,1.803702,0.026807,-9.334359,0.500714,2.046925,Moderado
0.582638,1.676035,0.034887,-9.345649,0.605222,2.067135,Moderado
0.326705,2.031715,0.026442,-9.411607,0.334056,1.308384,Moderado
0.226001,2.004510,0.010491,-9.421348,0.330427,1.226371,Moderado
0.594569,1.798609,0.023640,-9.511037,0.526070,0.519730,Moderado
0.125775,1.810650,0.024973,-9.453365,1.474689,0.948432,Moderado
0.341049,1.682185,0.067137,-9.369708,0.484134,2.068872,Moderado
0.574234,1.870458,0.040352,-9.361775,0.512185,1.833700,Moderado
0.854750,1.448727,0.039874,-9.546832,0.482303,0.939654,Moderado
0.199443,2.083698,0.172549,-9.261466,0.090457,2.439620,Vigoroso
3.409034,0.250697,1.008701,-8.757272,9.872240,2.661347,Vigoroso
3.624411,0.794181,0.291540,-9.265369,4.735863,0.964768,Vigoroso
3.298632,1.621790,0.374642,-9.217371,5.127229,0.072319,Vigoroso
4.606323,1.131548,0.531918,-9.064711,7.316489,0.354773,Vigoroso
1.232980,1.791356,0.434447,-9.341400,6.733122,0.204282,Vigoroso
2.351488,1.934726,0.252556,-9.372290,2.232975,0.508322,Vigoroso
2.437387,1.241250,0.529173,-9.210877,6.255513,0.812640,Vigoroso
3.710803,2.756876,0.353980,-9.267556,2.202591,-0.094055,Vigoroso
4.033555,0.963103,0.345083,-9.371305,3.048545,1.371784,Vigoroso
4.466195,1.521084,0.198076,-9.255792,2.192556,0.733727,Vigoroso
4.543255,1.165319,0.476881,-9.066560,7.887434,-0.730372,Vigoroso
2.371170,1.589609,0.238999,-9.321097,4.503442,-0.290426,Vigoroso
1.208468,1.093634,0.229570,-9.406959,5.019564,-0.604747,Vigoroso
2.512869,1.318548,0.260110,-9.496671,2.460080,0.466236,Vigoroso
2.712037,1.879831,0.393086,-9.243773,3.817459,-0.514083,Vigoroso
3.828220,1.079498,0.442717,-9.305903,4.011523,0.780893,Vigoroso
2.231953,1.826283,0.485532,-9.384426,4.551771,0.227613,Vigoroso
4.109572,2.552641,0.342855,-9.132213,4.266285,-0.219750,Vigoroso
0.856776,1.654088,0.399771,-9.097239,6.886749,1.475791,Vigoroso
0.739214,1.619724,0.300008,-9.379496,3.837905,0.899070,Vigoroso
0.779013,1.963292,0.232631,-9.301990,3.562932,1.180576,Vigoroso
0.710774,2.018993,0.525109,-9.148151,5.186888,1.674650,Vigoroso
